District	timeSlot	orderNum_valid	price_valid	orderNum_invalid	price_invalid
08232402614a9b48895cc3d0aeb0e9f2	1	0		5	9.0
08232402614a9b48895cc3d0aeb0e9f2	2	0		3	10.6666666667
08232402614a9b48895cc3d0aeb0e9f2	3	0		3	45.3333333333
08232402614a9b48895cc3d0aeb0e9f2	4	0		0	
08232402614a9b48895cc3d0aeb0e9f2	5	0		0	
08232402614a9b48895cc3d0aeb0e9f2	6	0		0	
08232402614a9b48895cc3d0aeb0e9f2	7	0		1	72.0
08232402614a9b48895cc3d0aeb0e9f2	8	0		1	85.0
08232402614a9b48895cc3d0aeb0e9f2	9	0		0	
08232402614a9b48895cc3d0aeb0e9f2	10	0		0	
08232402614a9b48895cc3d0aeb0e9f2	11	0		0	
08232402614a9b48895cc3d0aeb0e9f2	12	0		1	28.0
08232402614a9b48895cc3d0aeb0e9f2	13	1	26.0	1	27.0
08232402614a9b48895cc3d0aeb0e9f2	14	0		0	
08232402614a9b48895cc3d0aeb0e9f2	15	0		0	
08232402614a9b48895cc3d0aeb0e9f2	16	0		0	
08232402614a9b48895cc3d0aeb0e9f2	17	0		0	
08232402614a9b48895cc3d0aeb0e9f2	18	0		0	
08232402614a9b48895cc3d0aeb0e9f2	19	0		0	
08232402614a9b48895cc3d0aeb0e9f2	20	0		0	
08232402614a9b48895cc3d0aeb0e9f2	21	0		0	
08232402614a9b48895cc3d0aeb0e9f2	22	0		0	
08232402614a9b48895cc3d0aeb0e9f2	23	0		0	
08232402614a9b48895cc3d0aeb0e9f2	24	0		0	
08232402614a9b48895cc3d0aeb0e9f2	25	0		0	
08232402614a9b48895cc3d0aeb0e9f2	26	0		0	
08232402614a9b48895cc3d0aeb0e9f2	27	0		0	
08232402614a9b48895cc3d0aeb0e9f2	28	0		0	
08232402614a9b48895cc3d0aeb0e9f2	29	0		0	
08232402614a9b48895cc3d0aeb0e9f2	30	0		1	11.0
08232402614a9b48895cc3d0aeb0e9f2	31	0		0	
08232402614a9b48895cc3d0aeb0e9f2	32	0		0	
08232402614a9b48895cc3d0aeb0e9f2	33	0		0	
08232402614a9b48895cc3d0aeb0e9f2	34	0		0	
08232402614a9b48895cc3d0aeb0e9f2	35	0		0	
08232402614a9b48895cc3d0aeb0e9f2	36	0		0	
08232402614a9b48895cc3d0aeb0e9f2	37	0		0	
08232402614a9b48895cc3d0aeb0e9f2	38	0		1	39.0
08232402614a9b48895cc3d0aeb0e9f2	39	0		0	
08232402614a9b48895cc3d0aeb0e9f2	40	0		0	
08232402614a9b48895cc3d0aeb0e9f2	41	0		0	
08232402614a9b48895cc3d0aeb0e9f2	42	0		0	
08232402614a9b48895cc3d0aeb0e9f2	43	0		2	11.0
08232402614a9b48895cc3d0aeb0e9f2	44	0		0	
08232402614a9b48895cc3d0aeb0e9f2	45	0		0	
08232402614a9b48895cc3d0aeb0e9f2	46	2	15.0	0	
08232402614a9b48895cc3d0aeb0e9f2	47	2	55.5	0	
08232402614a9b48895cc3d0aeb0e9f2	48	4	25.0	1	0.0
08232402614a9b48895cc3d0aeb0e9f2	49	2	15.5	0	
08232402614a9b48895cc3d0aeb0e9f2	50	5	35.6	0	
08232402614a9b48895cc3d0aeb0e9f2	51	2	20.0	1	11.0
08232402614a9b48895cc3d0aeb0e9f2	52	2	10.0	0	
08232402614a9b48895cc3d0aeb0e9f2	53	2	28.0	0	
08232402614a9b48895cc3d0aeb0e9f2	54	4	48.0	0	
08232402614a9b48895cc3d0aeb0e9f2	55	1	44.0	0	
08232402614a9b48895cc3d0aeb0e9f2	56	3	18.3333333333	0	
08232402614a9b48895cc3d0aeb0e9f2	57	0		0	
08232402614a9b48895cc3d0aeb0e9f2	58	0		1	20.0
08232402614a9b48895cc3d0aeb0e9f2	59	2	53.0	0	
08232402614a9b48895cc3d0aeb0e9f2	60	1	22.0	1	46.0
08232402614a9b48895cc3d0aeb0e9f2	61	0		0	
08232402614a9b48895cc3d0aeb0e9f2	62	1	12.0	0	
08232402614a9b48895cc3d0aeb0e9f2	63	0		1	17.0
08232402614a9b48895cc3d0aeb0e9f2	64	3	8.33333333333	0	
08232402614a9b48895cc3d0aeb0e9f2	65	0		0	
08232402614a9b48895cc3d0aeb0e9f2	66	2	37.5	0	
08232402614a9b48895cc3d0aeb0e9f2	67	1	36.0	0	
08232402614a9b48895cc3d0aeb0e9f2	68	1	21.0	0	
08232402614a9b48895cc3d0aeb0e9f2	69	2	21.5	0	
08232402614a9b48895cc3d0aeb0e9f2	70	1	8.0	0	
08232402614a9b48895cc3d0aeb0e9f2	71	0		0	
08232402614a9b48895cc3d0aeb0e9f2	72	0		0	
08232402614a9b48895cc3d0aeb0e9f2	73	2	45.5	1	2.0
08232402614a9b48895cc3d0aeb0e9f2	74	1	12.0	0	
08232402614a9b48895cc3d0aeb0e9f2	75	1	65.0	0	
08232402614a9b48895cc3d0aeb0e9f2	76	1	40.0	0	
08232402614a9b48895cc3d0aeb0e9f2	77	0		0	
08232402614a9b48895cc3d0aeb0e9f2	78	0		0	
08232402614a9b48895cc3d0aeb0e9f2	79	2	33.5	0	
08232402614a9b48895cc3d0aeb0e9f2	80	1	12.0	0	
08232402614a9b48895cc3d0aeb0e9f2	81	1	37.0	0	
08232402614a9b48895cc3d0aeb0e9f2	82	1	48.0	0	
08232402614a9b48895cc3d0aeb0e9f2	83	4	34.5	0	
08232402614a9b48895cc3d0aeb0e9f2	84	3	33.0	1	82.0
08232402614a9b48895cc3d0aeb0e9f2	85	0		1	82.0
08232402614a9b48895cc3d0aeb0e9f2	86	1	7.0	1	16.0
08232402614a9b48895cc3d0aeb0e9f2	87	1	12.0	5	57.8
08232402614a9b48895cc3d0aeb0e9f2	88	0		0	
08232402614a9b48895cc3d0aeb0e9f2	89	0		0	
08232402614a9b48895cc3d0aeb0e9f2	90	1	55.0	0	
08232402614a9b48895cc3d0aeb0e9f2	91	0		0	
08232402614a9b48895cc3d0aeb0e9f2	92	0		0	
08232402614a9b48895cc3d0aeb0e9f2	93	1	17.0	0	
08232402614a9b48895cc3d0aeb0e9f2	94	0		0	
08232402614a9b48895cc3d0aeb0e9f2	95	0		0	
08232402614a9b48895cc3d0aeb0e9f2	96	1	36.0	0	
08232402614a9b48895cc3d0aeb0e9f2	97	2	25.0	0	
08232402614a9b48895cc3d0aeb0e9f2	98	1	42.0	0	
08232402614a9b48895cc3d0aeb0e9f2	99	2	17.0	0	
08232402614a9b48895cc3d0aeb0e9f2	100	4	34.0	1	102.0
08232402614a9b48895cc3d0aeb0e9f2	101	6	34.3333333333	0	
08232402614a9b48895cc3d0aeb0e9f2	102	3	25.3333333333	0	
08232402614a9b48895cc3d0aeb0e9f2	103	2	61.5	0	
08232402614a9b48895cc3d0aeb0e9f2	104	2	9.0	1	29.0
08232402614a9b48895cc3d0aeb0e9f2	105	4	19.0	0	
08232402614a9b48895cc3d0aeb0e9f2	106	3	25.0	0	
08232402614a9b48895cc3d0aeb0e9f2	107	1	27.0	0	
08232402614a9b48895cc3d0aeb0e9f2	108	2	16.0	1	63.0
08232402614a9b48895cc3d0aeb0e9f2	109	1	75.0	0	
08232402614a9b48895cc3d0aeb0e9f2	110	0		1	68.0
08232402614a9b48895cc3d0aeb0e9f2	111	0		0	
08232402614a9b48895cc3d0aeb0e9f2	112	3	27.0	0	
08232402614a9b48895cc3d0aeb0e9f2	113	1	12.0	0	
08232402614a9b48895cc3d0aeb0e9f2	114	0		0	
08232402614a9b48895cc3d0aeb0e9f2	115	1	16.0	0	
08232402614a9b48895cc3d0aeb0e9f2	116	1	15.0	1	24.0
08232402614a9b48895cc3d0aeb0e9f2	117	2	12.0	2	24.5
08232402614a9b48895cc3d0aeb0e9f2	118	1	23.0	2	12.5
08232402614a9b48895cc3d0aeb0e9f2	119	0		1	12.0
08232402614a9b48895cc3d0aeb0e9f2	120	2	20.0	1	52.0
08232402614a9b48895cc3d0aeb0e9f2	121	1	39.0	0	
08232402614a9b48895cc3d0aeb0e9f2	122	2	29.5	0	
08232402614a9b48895cc3d0aeb0e9f2	123	2	22.5	2	23.0
08232402614a9b48895cc3d0aeb0e9f2	124	0		0	
