District	timeSlot	orderNum_valid	price_valid	orderNum_invalid	price_invalid
08232402614a9b48895cc3d0aeb0e9f2	1	0		1	77.0
08232402614a9b48895cc3d0aeb0e9f2	2	0		3	42.6666666667
08232402614a9b48895cc3d0aeb0e9f2	3	1	51.0	1	57.0
08232402614a9b48895cc3d0aeb0e9f2	4	0		0	
08232402614a9b48895cc3d0aeb0e9f2	5	0		0	
08232402614a9b48895cc3d0aeb0e9f2	6	0		1	33.0
08232402614a9b48895cc3d0aeb0e9f2	7	0		0	
08232402614a9b48895cc3d0aeb0e9f2	8	0		0	
08232402614a9b48895cc3d0aeb0e9f2	9	0		0	
08232402614a9b48895cc3d0aeb0e9f2	10	0		0	
08232402614a9b48895cc3d0aeb0e9f2	11	0		0	
08232402614a9b48895cc3d0aeb0e9f2	12	0		3	31.0
08232402614a9b48895cc3d0aeb0e9f2	13	0		0	
08232402614a9b48895cc3d0aeb0e9f2	14	0		0	
08232402614a9b48895cc3d0aeb0e9f2	15	0		0	
08232402614a9b48895cc3d0aeb0e9f2	16	0		0	
08232402614a9b48895cc3d0aeb0e9f2	17	0		0	
08232402614a9b48895cc3d0aeb0e9f2	18	0		0	
08232402614a9b48895cc3d0aeb0e9f2	19	0		0	
08232402614a9b48895cc3d0aeb0e9f2	20	0		0	
08232402614a9b48895cc3d0aeb0e9f2	21	0		0	
08232402614a9b48895cc3d0aeb0e9f2	22	0		0	
08232402614a9b48895cc3d0aeb0e9f2	23	0		0	
08232402614a9b48895cc3d0aeb0e9f2	24	0		0	
08232402614a9b48895cc3d0aeb0e9f2	25	0		0	
08232402614a9b48895cc3d0aeb0e9f2	26	0		0	
08232402614a9b48895cc3d0aeb0e9f2	27	0		0	
08232402614a9b48895cc3d0aeb0e9f2	28	0		0	
08232402614a9b48895cc3d0aeb0e9f2	29	0		0	
08232402614a9b48895cc3d0aeb0e9f2	30	0		0	
08232402614a9b48895cc3d0aeb0e9f2	31	0		0	
08232402614a9b48895cc3d0aeb0e9f2	32	0		0	
08232402614a9b48895cc3d0aeb0e9f2	33	0		0	
08232402614a9b48895cc3d0aeb0e9f2	34	0		0	
08232402614a9b48895cc3d0aeb0e9f2	35	0		0	
08232402614a9b48895cc3d0aeb0e9f2	36	0		0	
08232402614a9b48895cc3d0aeb0e9f2	37	0		0	
08232402614a9b48895cc3d0aeb0e9f2	38	1	66.0	0	
08232402614a9b48895cc3d0aeb0e9f2	39	0		0	
08232402614a9b48895cc3d0aeb0e9f2	40	0		2	44.0
08232402614a9b48895cc3d0aeb0e9f2	41	1	17.0	1	17.0
08232402614a9b48895cc3d0aeb0e9f2	42	0		0	
08232402614a9b48895cc3d0aeb0e9f2	43	1	28.0	0	
08232402614a9b48895cc3d0aeb0e9f2	44	1	37.0	0	
08232402614a9b48895cc3d0aeb0e9f2	45	0		0	
08232402614a9b48895cc3d0aeb0e9f2	46	0		1	20.0
08232402614a9b48895cc3d0aeb0e9f2	47	0		0	
08232402614a9b48895cc3d0aeb0e9f2	48	0		0	
08232402614a9b48895cc3d0aeb0e9f2	49	1	7.0	0	
08232402614a9b48895cc3d0aeb0e9f2	50	2	32.5	0	
08232402614a9b48895cc3d0aeb0e9f2	51	1	7.0	0	
08232402614a9b48895cc3d0aeb0e9f2	52	4	20.75	0	
08232402614a9b48895cc3d0aeb0e9f2	53	4	27.25	0	
08232402614a9b48895cc3d0aeb0e9f2	54	1	35.0	0	
08232402614a9b48895cc3d0aeb0e9f2	55	0		0	
08232402614a9b48895cc3d0aeb0e9f2	56	1	12.0	0	
08232402614a9b48895cc3d0aeb0e9f2	57	0		0	
08232402614a9b48895cc3d0aeb0e9f2	58	2	41.5	0	
08232402614a9b48895cc3d0aeb0e9f2	59	0		0	
08232402614a9b48895cc3d0aeb0e9f2	60	1	73.0	2	19.0
08232402614a9b48895cc3d0aeb0e9f2	61	1	56.0	0	
08232402614a9b48895cc3d0aeb0e9f2	62	2	31.5	0	
08232402614a9b48895cc3d0aeb0e9f2	63	1	12.0	0	
08232402614a9b48895cc3d0aeb0e9f2	64	3	32.3333333333	0	
08232402614a9b48895cc3d0aeb0e9f2	65	0		0	
08232402614a9b48895cc3d0aeb0e9f2	66	2	36.0	0	
08232402614a9b48895cc3d0aeb0e9f2	67	2	50.0	7	33.8571428571
08232402614a9b48895cc3d0aeb0e9f2	68	1	40.0	4	36.5
08232402614a9b48895cc3d0aeb0e9f2	69	3	15.6666666667	8	12.0
08232402614a9b48895cc3d0aeb0e9f2	70	2	47.5	3	40.3333333333
08232402614a9b48895cc3d0aeb0e9f2	71	1	18.0	2	33.0
08232402614a9b48895cc3d0aeb0e9f2	72	2	36.5	2	28.5
08232402614a9b48895cc3d0aeb0e9f2	73	1	14.0	0	
08232402614a9b48895cc3d0aeb0e9f2	74	1	53.0	2	31.5
08232402614a9b48895cc3d0aeb0e9f2	75	3	23.0	0	
08232402614a9b48895cc3d0aeb0e9f2	76	2	25.0	0	
08232402614a9b48895cc3d0aeb0e9f2	77	2	43.0	1	58.0
08232402614a9b48895cc3d0aeb0e9f2	78	2	17.0	0	
08232402614a9b48895cc3d0aeb0e9f2	79	4	23.75	0	
08232402614a9b48895cc3d0aeb0e9f2	80	1	49.0	0	
08232402614a9b48895cc3d0aeb0e9f2	81	1	37.0	0	
08232402614a9b48895cc3d0aeb0e9f2	82	1	7.0	0	
08232402614a9b48895cc3d0aeb0e9f2	83	2	9.0	4	15.0
08232402614a9b48895cc3d0aeb0e9f2	84	2	16.5	0	
08232402614a9b48895cc3d0aeb0e9f2	85	1	10.0	0	
08232402614a9b48895cc3d0aeb0e9f2	86	2	43.0	2	45.5
08232402614a9b48895cc3d0aeb0e9f2	87	3	18.3333333333	1	61.0
08232402614a9b48895cc3d0aeb0e9f2	88	2	63.5	3	28.0
08232402614a9b48895cc3d0aeb0e9f2	89	3	30.3333333333	1	64.0
08232402614a9b48895cc3d0aeb0e9f2	90	1	58.0	0	
08232402614a9b48895cc3d0aeb0e9f2	91	1	1.0	1	31.0
08232402614a9b48895cc3d0aeb0e9f2	92	2	13.0	0	
08232402614a9b48895cc3d0aeb0e9f2	93	1	18.0	1	60.0
08232402614a9b48895cc3d0aeb0e9f2	94	1	25.0	0	
08232402614a9b48895cc3d0aeb0e9f2	95	1	22.0	6	39.0
08232402614a9b48895cc3d0aeb0e9f2	96	1	26.0	0	
08232402614a9b48895cc3d0aeb0e9f2	97	0		3	41.6666666667
08232402614a9b48895cc3d0aeb0e9f2	98	1	4.0	0	
08232402614a9b48895cc3d0aeb0e9f2	99	3	33.6666666667	1	6.0
08232402614a9b48895cc3d0aeb0e9f2	100	0		0	
08232402614a9b48895cc3d0aeb0e9f2	101	0		0	
08232402614a9b48895cc3d0aeb0e9f2	102	0		0	
08232402614a9b48895cc3d0aeb0e9f2	103	2	38.5	0	
08232402614a9b48895cc3d0aeb0e9f2	104	4	13.75	2	14.0
08232402614a9b48895cc3d0aeb0e9f2	105	3	42.0	0	
08232402614a9b48895cc3d0aeb0e9f2	106	4	17.75	0	
08232402614a9b48895cc3d0aeb0e9f2	107	2	37.0	0	
08232402614a9b48895cc3d0aeb0e9f2	108	0		0	
08232402614a9b48895cc3d0aeb0e9f2	109	1	52.0	0	
08232402614a9b48895cc3d0aeb0e9f2	110	1	15.0	0	
08232402614a9b48895cc3d0aeb0e9f2	111	3	35.0	0	
08232402614a9b48895cc3d0aeb0e9f2	112	5	37.4	0	
08232402614a9b48895cc3d0aeb0e9f2	113	1	89.0	0	
08232402614a9b48895cc3d0aeb0e9f2	114	2	61.5	0	
08232402614a9b48895cc3d0aeb0e9f2	115	0		0	
08232402614a9b48895cc3d0aeb0e9f2	116	0		1	44.0
08232402614a9b48895cc3d0aeb0e9f2	117	3	44.0	1	44.0
08232402614a9b48895cc3d0aeb0e9f2	118	2	31.5	0	
08232402614a9b48895cc3d0aeb0e9f2	119	0		0	
08232402614a9b48895cc3d0aeb0e9f2	120	1	43.0	0	
08232402614a9b48895cc3d0aeb0e9f2	121	0		0	
08232402614a9b48895cc3d0aeb0e9f2	122	0		0	
08232402614a9b48895cc3d0aeb0e9f2	123	1	5.0	0	
08232402614a9b48895cc3d0aeb0e9f2	124	1	22.0	2	31.5
08232402614a9b48895cc3d0aeb0e9f2	125	2	33.0	3	25.0
08232402614a9b48895cc3d0aeb0e9f2	126	2	32.0	0	
08232402614a9b48895cc3d0aeb0e9f2	127	2	12.0	0	
08232402614a9b48895cc3d0aeb0e9f2	128	2	35.0	0	
08232402614a9b48895cc3d0aeb0e9f2	129	1	91.0	0	
08232402614a9b48895cc3d0aeb0e9f2	130	0		0	
08232402614a9b48895cc3d0aeb0e9f2	131	0		1	19.0
08232402614a9b48895cc3d0aeb0e9f2	132	1	19.0	0	
08232402614a9b48895cc3d0aeb0e9f2	133	1	29.0	0	
08232402614a9b48895cc3d0aeb0e9f2	134	0		0	
08232402614a9b48895cc3d0aeb0e9f2	135	2	16.5	1	51.0
08232402614a9b48895cc3d0aeb0e9f2	136	0		0	
08232402614a9b48895cc3d0aeb0e9f2	137	1	24.0	0	
08232402614a9b48895cc3d0aeb0e9f2	138	0		2	17.5
08232402614a9b48895cc3d0aeb0e9f2	139	1	17.0	3	28.3333333333
08232402614a9b48895cc3d0aeb0e9f2	140	0		0	
08232402614a9b48895cc3d0aeb0e9f2	141	1	28.0	0	
08232402614a9b48895cc3d0aeb0e9f2	142	1	16.0	0	
08232402614a9b48895cc3d0aeb0e9f2	143	0		0	
08232402614a9b48895cc3d0aeb0e9f2	144	1	26.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	1	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	2	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	3	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	4	1	19.0	0	
